INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
KRCP,KL  R PHARMACY COLLEGE,PALVONCHA,KGM,COED,PVT,2004,PHM,B. PHARMACY (M.P.C. STREAM),108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,108132,65000,KU
KRUP,SRI KRUPA INSTITUTE OF PHARMACEUTICAL SCIS,KONDAPAK,SDP,COED,PVT,2004,PHM,B. PHARMACY (M.P.C. STREAM),118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,118714,45000,OU
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,92087,92087,92087,92087,110613,112298,92087,92087,92087,92087,110046,110046,92087,95192,107101,111548,106935,106935,80000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,117542,80000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,39192,39192,106550,114501,58175,66382,63541,63541,64102,64102,52167,88621,100652,116715,65639,111937,65491,65491,80000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,60253,73915,114495,114495,114003,114003,60253,73915,112505,112505,95634,102537,121086,121115,117547,120925,114677,114677,80000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,23816,23816,108170,115070,54243,54243,23816,23816,23816,23816,74537,74537,23816,23816,23816,23816,23816,23816,80000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,65680,65680,65680,65680,65680,65680,65680,65680,105494,105494,65680,65680,89901,89901,65680,65680,65680,65680,80000,JNTUH
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,CSE,COMPUTER SCIENCE AND ENGINEERING,20820,24585,30812,55386,53341,53341,41663,41663,20820,39818,88524,112246,66690,66690,35125,35125,53542,79781,35000,KU
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,21079,21079,111284,115368,113499,116813,21079,21079,65661,72957,96149,96149,121188,121188,74924,74924,47492,47492,35000,KU
KUCE,K U COLLEGE OF ENGG KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,MIN,MINING ENGINEERING,34259,53207,79225,79225,91131,91131,34259,53207,49996,53207,104028,104028,94843,94843,34714,120141,50753,53207,35000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,119590,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,INF,INFORMATION TECHNOLOGY,44914,44914,82756,82756,120908,120908,44914,44914,44914,53962,69954,69954,112299,112299,53942,121342,44914,68310,70000,KU
KUCESF,K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,MIN,MINING ENGINEERING,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,96928,70000,KU
KUCP,K U COLLEGE OF PHARMACEUTICAL SCIENCES,WARANGAL,HNK,COED,UNIV,1974,PHM,B. PHARMACY (M.P.C. STREAM),67911,67911,67911,109895,72055,84656,67911,67911,69381,69381,67911,67911,67911,67911,73136,73136,67911,73055,45000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,26569,NA,73987,NA,62044,NA,69383,NA,49897,NA,38694,NA,61195,NA,119098,NA,99422,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,33696,NA,114372,NA,109112,NA,33696,NA,94164,NA,77311,NA,117179,NA,121150,NA,82648,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,28869,NA,28869,NA,74611,NA,28869,NA,67662,NA,28869,NA,118671,NA,118923,NA,28869,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,INF,INFORMATION TECHNOLOGY,NA,90717,NA,113102,NA,90717,NA,90717,NA,109280,NA,94405,NA,120760,NA,118946,NA,71096,70000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,17994,26262,19784,26262,22478,27206,17994,26262,22958,26262,22904,26262,27808,27808,29437,64849,17994,26262,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,15544,15544,36590,65410,31551,31551,21882,21882,22289,22289,102535,106201,59026,76292,44273,44273,31151,42348,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,16705,17531,106788,106788,53171,68709,16705,17531,47477,47477,69323,69323,103699,103699,50246,71520,47133,60530,35000,KU
KUWL,KU COLLEGE OF ENGINEERING AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,MEC,MECHANICAL ENGINEERING,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,120989,35000,KU
KUWLSF,KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,WARANGAL,HNK,COED,SF,2009,CIV,CIVIL ENGINEERING,32009,32009,106229,106229,90032,90032,32009,32009,86450,86450,112260,112260,118972,121451,86562,86562,60913,60913,70000,KU
KUWLSF,KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,WARANGAL,HNK,COED,SF,2009,INF,INFORMATION TECHNOLOGY,36074,36074,104294,104294,96754,110233,36074,36074,111264,119326,99392,99392,71194,116871,76769,77851,112395,112395,70000,KU
KVKP,K V K COLLEGE OF PHARMACY,SURMAIGUDA,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,85620,45000,JNTUH
MAXP,MAX INST OF PHARM SCI,KHAMMAM,KHM,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,77224,50000,KU
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,59048,59048,102739,102739,59048,59048,102394,102394,59048,59048,59048,59048,59048,59048,59048,59048,59048,59048,50000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,84413,92143,106798,106798,91463,114263,84413,92143,96079,96079,110321,110321,120944,120944,118140,118140,114664,114664,50000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,121079,50000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,67003,99294,67003,99294,67003,99294,67003,99294,67003,99294,67003,99294,117516,117516,67003,99294,67003,99294,50000,JNTUH
MDRP,MADIRA INST OF TECHNOLOGYAND SCI,KODAD,SRP,COED,PVT,2006,PHM,B. PHARMACY (M.P.C. STREAM),98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,98469,55000,JNTUH
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CIV,CIVIL ENGINEERING,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,121113,90000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,14664,17297,37479,38519,29158,34964,43299,45878,29342,29342,21502,21502,53561,79460,43627,85128,18937,20058,90000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,28389,28389,67423,114634,85532,85532,78554,78554,76990,103591,41349,63337,118818,118818,83668,121129,44961,44961,90000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,119271,90000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,INF,INFORMATION TECHNOLOGY,18954,26205,43457,49213,42835,42835,18954,75891,41394,41394,35791,35791,56874,92023,50924,50924,20751,26205,90000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,46854,70102,73777,73777,46854,70102,46854,70102,46854,70102,97527,99748,119317,121025,119550,119550,46854,70102,90000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,39241,49855,104092,104092,115083,115083,47734,49855,67707,88729,46214,58182,121043,121043,53295,82252,70515,70515,69000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CIV,CIVIL ENGINEERING,65358,112089,94678,112089,113113,113113,65358,112089,113713,113713,84867,112089,120562,120562,103984,112089,65358,112089,69000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,36168,44596,58932,64338,36818,61718,36168,44596,46116,46116,37377,44596,64519,71032,116216,119677,48695,68065,69000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,54605,54605,110235,110235,103933,112783,54605,54605,109960,109960,72301,72301,120874,120874,121108,121108,91491,91491,69000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,88690,88690,88690,88690,112306,112306,88690,88690,88690,88690,89130,89130,120692,120692,111335,111335,88690,88690,69000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,114993,69000,OU
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,72419,NA,92950,NA,112085,NA,72419,NA,107848,NA,72419,NA,117896,NA,121260,NA,72419,54000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,NA,98801,NA,98801,NA,98801,NA,98801,NA,98801,NA,98801,NA,112829,NA,107784,NA,107784,54000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,38442,NA,111454,NA,113594,NA,75955,NA,89832,NA,110179,NA,118257,NA,119167,NA,110837,54000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,41977,NA,114631,NA,113542,NA,92692,NA,73863,NA,106918,NA,119388,NA,120487,NA,97057,54000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,NA,108011,54000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CIV,CIVIL ENGINEERING,25449,25449,87216,87216,107516,107516,55116,55116,47473,83097,38568,85715,117473,118728,71750,75875,93494,93494,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,13585,14612,46459,46459,27631,27631,13585,14612,19738,47877,24446,24446,46412,46412,35832,45573,15873,19701,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5588,11048,24708,24708,19681,23073,9744,11048,11726,18525,21777,33179,40907,40907,25760,25760,13264,13264,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,9491,9491,18553,21919,15894,17219,39497,39497,13964,14752,18955,18955,31788,36662,25197,29928,9491,9491,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),9995,11825,19399,19399,18065,21141,9995,11825,16338,16338,15691,27437,36646,36646,27979,36432,11577,11825,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,20141,20141,61747,64213,60604,60604,66650,77346,31129,31129,31276,69199,54503,90013,51233,51233,25505,25505,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,28021,28021,99119,110766,109186,109186,28021,28021,98345,98345,62800,62800,61021,75978,67610,77564,29366,73539,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,12417,12417,28811,28811,23442,23442,12417,73522,15003,16879,19127,32011,44574,44574,31086,41508,14257,14257,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,35480,58050,66936,66936,67109,67109,35480,58050,115139,115139,82530,82530,118321,118321,35480,67095,70092,70092,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,62466,62466,104093,104093,63818,109360,62466,62466,63960,110164,62466,62466,99381,118625,62466,62466,62466,62466,108000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MMT,METALLURGY AND MATERIAL ENGINEERING,28202,28202,105819,105819,28202,81100,28202,28202,93206,93206,28202,28202,120398,120398,82320,82320,28202,28202,108000,JNTUH
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,30395,47969,59839,59839,50034,50312,30395,47969,59869,64597,64899,78187,119468,119468,87540,109405,93279,93279,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,59311,59311,102166,114823,85971,87534,88905,88905,87975,90634,114414,114414,115758,115758,59407,59407,88113,88113,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,120654,45000,MGUN
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ANE,AERONAUTICAL ENGINEERING,33309,33309,33309,78286,33309,113339,33309,33309,79494,89495,57818,57818,115719,118340,100881,100881,33309,33309,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CIV,CIVIL ENGINEERING,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,112775,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,51724,51724,111982,111982,114180,114180,51724,51724,95999,95999,74480,74480,118373,119331,83286,115324,56699,57167,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),37330,37330,94273,94273,97569,101025,37330,37330,84166,84166,90818,90818,117088,121087,63747,63747,111899,111899,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43105,59776,43105,59776,43105,87069,43105,59776,75278,102078,43105,113266,119994,119994,43105,120779,43105,65498,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,117257,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,119559,66000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,50794,50794,50794,50794,50794,50794,50794,50794,50794,50794,50794,50794,109175,109175,50794,50794,50794,50794,66000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,99904,NA,99904,NA,119318,NA,99904,NA,119639,NA,121441,NA,115957,NA,99904,NA,99904,50000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,102956,NA,102956,NA,102956,NA,102956,NA,114549,NA,102956,NA,106224,NA,116999,NA,102956,50000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,119392,NA,119392,NA,119392,NA,119392,NA,119392,NA,119392,NA,119392,NA,120255,NA,119392,50000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,70494,NA,93473,NA,121475,NA,79673,NA,70494,NA,70494,NA,119688,NA,119554,NA,70494,50000,JNTUH
MIPK,MOHAMMADIYA INSTITUTE OF PHARMACY,KHAMMAM,KHM,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,78598,45000,KU
MIPM,MOONRAY INST OF PHARM SCI,RAIKAL,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,89112,57000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,31888,31888,51887,81012,71324,75796,31888,31888,37058,39485,109627,109627,114686,114686,38934,69003,39201,39201,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,ANE,AERONAUTICAL ENGINEERING,38540,43075,115308,115308,120705,120705,97561,97561,51359,84735,54056,54056,84206,89859,101166,101166,49149,68537,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),28514,28514,58016,92727,49091,86848,43817,43817,48086,48086,76216,76216,89857,117795,69399,73392,32416,34596,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),22784,22784,45215,60811,45187,45187,22784,22784,40611,55324,65910,65910,71083,121008,51336,51548,26414,26414,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,15712,17363,31853,36642,28888,30047,28371,65790,27735,27735,31353,42865,53738,63343,44714,75093,18966,22640,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,23364,23364,62018,82500,53428,53428,23364,42381,46953,46953,77524,77524,91879,91879,70700,70700,34332,39471,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),22396,24462,49748,56630,41903,71096,22744,24462,34129,34654,61569,61569,69704,118520,49905,96531,32920,32920,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,38308,45992,90041,98076,106639,114643,47307,103852,87658,98606,78893,105970,117021,120670,79532,119969,50982,113179,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,121062,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,30128,30128,60064,67016,54687,57650,59486,59486,57358,77037,68082,76407,84971,110999,72148,119071,36621,38565,96000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY,DUNDIGAL,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,49991,102671,110770,110770,79774,106634,49991,102671,49991,102671,49991,102671,119208,119208,118556,118556,49991,102671,96000,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MYSAMMAGUDA,MDL,COED,PVT,2004,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,37618,57926,95355,111386,73329,83603,98616,98616,81641,81641,37618,94010,117269,120499,60223,83706,54921,57926,100000,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MYSAMMAGUDA,MDL,COED,PVT,2004,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,32013,42208,115060,115060,68238,113465,32013,42208,60144,102787,104759,104759,117040,121337,87198,87198,52688,52688,100000,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MYSAMMAGUDA,MDL,COED,PVT,2004,ANE,AERONAUTICAL ENGINEERING,27136,90348,95235,115848,71912,120001,27136,90348,109596,109596,58832,90348,116902,119895,118385,119432,27136,90348,100000,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MYSAMMAGUDA,MDL,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),23143,23143,49815,49815,64931,96528,23143,42290,60865,60865,74627,74627,76886,88262,60336,69750,33890,46960,100000,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MYSAMMAGUDA,MDL,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),25908,25908,64036,82354,45554,56797,25908,25908,57416,57416,41194,41194,84359,107836,65876,113393,42431,42431,100000,JNTUH
