INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,47715,NA,109346,NA,79391,NA,97378,NA,111757,NA,107404,NA,120332,NA,120581,NA,60773,66000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,38840,NA,90675,NA,97242,NA,38840,NA,93740,NA,112745,NA,118402,NA,100831,NA,75091,66000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,33822,NA,44507,NA,36740,NA,63068,NA,55417,NA,47947,NA,107247,NA,107166,NA,34914,66000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,53100,53100,53100,53100,53100,53100,53100,53100,53100,113486,53100,53100,53100,53100,105175,105175,53100,53100,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),65796,65796,106820,106820,108886,111134,65796,65796,89006,89006,107810,107810,118665,118665,102752,102752,65796,65796,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,59707,109053,106963,109376,107671,114022,71146,109053,109759,113733,112293,112293,119808,121320,118850,118850,90888,113395,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSN,COMPUTER SCIENCE & ENGINEERING (NETWORKS),43125,43125,104356,114469,113874,113874,110634,110634,111500,111500,43125,43125,96190,96190,104183,104183,43125,43125,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,108909,108909,108909,108909,111008,111008,108909,108909,113719,113719,108909,108909,108909,108909,108909,108909,108909,108909,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,40028,40028,40028,40028,40028,40028,40028,40028,40028,40028,40028,40028,104846,104846,40028,40028,40028,40028,65000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,117951,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,64637,64637,64637,94452,73802,73802,64637,64637,64637,64637,64637,64637,118127,118127,120353,120353,104646,104646,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),87703,101248,105867,105867,109371,112869,87703,101248,99310,101248,97942,101248,120241,120241,87703,101248,95944,101248,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,48613,48613,89718,99493,90009,92576,91448,92925,91669,110039,89540,100075,118319,118488,97480,115717,114868,114868,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),77919,77919,105800,105800,92167,92167,77919,77919,82465,95119,107651,107651,118976,118976,96595,116843,112715,112715,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),107880,107880,107880,112889,113398,113398,107880,107880,108089,108089,107880,107880,117688,117688,111250,111250,107880,107880,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,108146,108146,108146,108146,108146,108146,108146,108146,109738,109738,108146,108146,115442,115442,108146,108146,108146,113514,65000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,117053,65000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,104149,104149,104149,104149,114623,114623,104149,104149,104149,113589,104149,104149,119782,119782,116993,116993,104149,104149,44000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51991,51991,62426,62426,51991,51991,51991,51991,83096,83096,51991,51991,51991,51991,51991,51991,51991,51991,44000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11990,11990,32877,38045,27951,43532,11990,11990,16752,19711,24007,88222,43699,77861,48339,48339,14651,14651,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,BME,BIO-MEDICAL ENGINEERING,61046,61046,61046,99848,61046,63712,111532,111532,72854,72854,61046,61046,102836,118207,61046,61046,61046,61046,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CHE,CHEMICAL ENGINEERING,29018,29018,82898,82898,108663,108663,29018,29018,43558,43558,103254,113434,121105,121105,58882,116525,59081,94432,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CIV,CIVIL ENGINEERING,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,116184,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,14204,14508,35415,43474,22777,22777,49410,49410,19005,19533,14204,14508,52772,68813,56412,71800,15364,15364,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9469,9815,24452,24452,19457,21216,9469,9815,18700,18700,34396,34396,41359,42603,9469,49496,9889,10559,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,9220,9774,20531,25043,17815,17815,25204,41213,14145,14145,23132,28344,31865,40459,32721,39584,9220,9774,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),9020,9333,14312,35876,13715,17116,26041,26041,16750,16750,23209,33799,37822,38296,32019,51566,9353,9353,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,19431,30588,48660,82765,61692,75542,72248,72248,58630,58630,47430,88030,70984,72238,46856,118681,30873,34696,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,20684,26447,106675,113923,119492,119492,20684,26447,119704,119704,61304,96251,77491,100532,66963,85146,66911,82537,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,14516,14516,25087,32971,30284,30284,14516,14516,20303,20788,49069,49069,46836,53055,37339,42357,16080,16080,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,105456,105456,105456,105456,105456,105456,105456,105456,105456,105456,105456,105456,120005,121396,118267,118267,105456,105456,120000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,PHE,PHARMACEUTICAL ENGINEERING,83667,83667,83667,83667,83667,100688,83667,83667,83667,83667,83667,83667,86554,121117,120682,120682,84466,84466,120000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,10058,NA,21730,NA,15601,NA,25991,NA,14630,NA,35714,NA,38122,NA,49230,NA,10208,90000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,10793,NA,19710,NA,14061,NA,28163,NA,18067,NA,20763,NA,69979,NA,52780,NA,12605,90000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,22033,NA,58532,NA,101598,NA,23085,NA,57867,NA,68127,NA,120162,NA,78164,NA,23388,90000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,38316,NA,95893,NA,114157,NA,38316,NA,102231,NA,78182,NA,120774,NA,101573,NA,76766,90000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,INF,INFORMATION TECHNOLOGY,NA,15983,NA,25962,NA,26934,NA,46521,NA,25355,NA,40043,NA,59952,NA,111241,NA,16603,90000,JNTUH
CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,COED,UNIV,2011,AGR,AGRICULTURAL ENGINEERING,60034,60034,79809,79809,108299,108299,60034,60034,65396,65396,97084,97084,60034,60034,60034,115327,60034,60034,10000,PJTSAU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,4167,4731,11595,11595,5876,6830,4167,18124,7091,7091,6819,8202,16601,41470,13752,32821,4379,6092,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3487,3659,8171,8171,3839,4550,3487,3659,3487,4756,4200,8505,14074,48962,12762,24737,3518,4477,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,BIO,BIO-TECHNOLOGY,21491,34555,21491,54121,29213,34555,52298,52298,52063,52063,21491,34555,101581,101581,112104,112104,21491,34555,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CHE,CHEMICAL ENGINEERING,30900,31994,60575,67970,49280,49280,30900,31994,71941,71941,30900,42576,117009,117009,63584,63584,31227,31994,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),3387,4596,4310,5950,5914,7830,3387,4596,4762,5308,3387,4979,17416,17416,16790,22266,3387,5829,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIV,CIVIL ENGINEERING,12117,25870,49931,56332,57940,100037,42038,42038,31673,81637,25881,60239,73580,88298,37242,72608,59203,68000,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSE,COMPUTER SCIENCE AND ENGINEERING,1695,1811,2726,3301,2899,2945,3530,7751,2533,2768,2460,2655,9966,12650,8641,12857,2375,2375,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1818,1911,2830,5271,3044,3352,1818,1911,2801,2848,1957,1961,9958,11681,9869,19224,2450,2563,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7369,8400,15121,15121,11032,18260,9438,9438,14141,14141,17396,17396,25494,30406,15550,16516,7376,9144,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,14619,14619,26777,32363,56669,98456,14619,14619,33279,41205,37241,37241,36491,77105,34056,117848,19768,23976,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,INF,INFORMATION TECHNOLOGY,3856,4175,8886,10710,6691,8059,13170,13170,7517,10103,5641,12927,21140,35144,16279,34620,5859,5906,134000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,MEC,MECHANICAL ENGINEERING,23416,35434,45174,52880,71206,105774,23416,85317,88059,94638,54747,54747,51513,102701,53147,99323,32069,100218,134000,OU
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,2007,DRG,DAIRYING,53118,59673,74269,74269,82365,94477,53118,59673,60228,60228,82388,82388,116598,116598,93352,93352,57072,73312,10000,PVNRTVU
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,COED,UNIV,2015,FDT,FOOD TECHNOLOGY,10111,48681,66267,82023,55879,55879,10111,48681,69874,69874,10111,98807,10111,77191,59749,78699,56661,56661,10000,PJTSAU
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,120450,55000,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,54350,54350,106849,106849,119558,119558,54350,54350,94394,94394,98218,98218,106244,106244,54350,115884,107103,107103,55000,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,50056,55000,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,114282,55000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CIV,CIVIL ENGINEERING,83623,83623,83623,115031,83623,116834,83623,83623,83623,112714,113949,113949,120358,121238,83623,83623,83623,83623,55000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,47813,47813,80755,113120,60012,60012,47813,67130,64930,64930,56960,89416,114994,118264,118203,118203,84026,84192,55000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSG,COMPUTER SCIENCE & DESIGN,72998,72998,98369,101500,95003,101551,78822,78822,107553,107553,79669,79669,108367,108367,93454,109035,72998,114587,55000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,61693,75228,95899,95899,93236,93236,79035,79035,88789,95443,113418,113418,121058,121058,117877,118150,112826,112826,55000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93555,93555,111269,114856,110491,110491,93555,93555,105130,111850,94978,94978,118875,118875,111340,115086,101835,101835,55000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,112819,112819,112819,112819,112819,112819,112819,112819,113432,113432,114672,114672,112819,112819,112819,112819,112819,112819,55000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,59723,88888,102128,102128,101579,101579,59723,88888,82292,90524,91735,91735,120772,120772,99232,102779,110509,110509,55000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,72149,72149,107458,107458,113630,113630,72149,104358,86396,96657,86770,92843,121091,121091,93603,117237,105415,107843,55000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,94243,94243,94243,109573,100438,100438,94243,94243,104693,104693,97079,97079,105081,113027,119505,119505,94243,98532,55000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,74540,74540,111068,111118,114512,114543,105501,105501,111745,113063,74540,74540,121074,121074,113909,113909,74540,74540,55000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,42804,48585,63505,82594,88542,88542,47256,48585,68933,68933,90238,90238,91253,120187,94177,94177,50107,50107,80000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),31468,37274,64031,111031,50597,52516,88486,88486,57824,57824,58991,59410,101925,120794,82502,110667,40211,49661,80000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,22019,35092,51573,54526,36588,48119,84396,87340,34298,37321,56329,68866,62821,64567,43339,105993,30366,35212,80000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSG,COMPUTER SCIENCE & DESIGN,80836,107107,105557,107107,113493,113493,80836,107107,113917,113917,80836,107107,119940,119940,120378,120378,80836,107107,80000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),24525,25257,75724,94876,55943,69440,58868,58868,50352,62959,58353,79832,111942,115480,58668,75565,33272,43065,80000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34916,38674,89995,111470,90256,90256,34916,95387,91600,108866,86247,86247,120065,120065,90075,97857,52420,63180,80000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,INF,INFORMATION TECHNOLOGY,46665,46665,78348,78348,75485,75485,60494,60494,55892,112680,104778,104778,95580,115423,116407,116407,46665,46665,80000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17996,26765,45392,58909,42895,64977,17996,26765,33338,36911,42913,42913,75392,119494,60665,64500,23969,44281,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,24567,27831,43275,72683,50512,66928,70864,70864,37299,44400,24567,27831,55044,116820,65780,120818,24567,27831,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,119844,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),16429,18351,32664,52923,39096,59777,85233,85233,33034,38720,46059,51848,59297,99594,54908,120793,21870,21870,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),18727,18727,33190,50140,31115,46421,18727,18727,26387,28085,37051,77920,50313,120308,43495,65890,18727,21672,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,13719,14087,30391,45938,22423,27879,57356,57356,16770,25678,27845,35930,33982,60181,30489,65236,13719,14679,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),15164,20281,28384,42856,27070,45072,15164,20281,26268,26268,38501,51949,45881,111700,42758,48879,17081,21713,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,31144,37134,74663,113297,93528,109124,31144,37134,59429,79129,54128,75759,118829,120417,65601,98216,48920,49820,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,120365,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,16405,22800,25930,44304,47765,47882,16405,22800,24715,28846,31662,31662,59958,72837,47405,47405,21805,22800,100000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,52066,52066,106520,108261,104849,104849,52066,52066,117276,117276,81139,81139,119137,119137,82653,82653,52066,54561,100000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,39277,39277,49430,66079,62682,73755,39277,60447,52127,52127,55189,55189,120296,120296,55705,94117,41621,61543,90000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,34550,48858,92835,92835,64103,75524,34550,48858,61123,61123,59335,74950,120920,120920,76174,118052,38518,48858,90000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),27311,27311,59305,59305,45636,55149,59567,83496,46125,61321,46003,101352,110567,115833,80574,116096,31222,31222,90000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,22100,22100,38875,80530,36144,44835,50263,50263,34963,34963,40747,49838,59501,77441,47128,71545,23607,23621,90000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),25688,25688,59536,59554,37137,68138,74996,74996,41047,49823,49267,49267,84782,118400,51570,105621,25688,25688,90000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,33513,63876,114227,114227,99709,99709,110811,110811,90934,94284,107652,108369,121324,121362,91052,118365,64438,70236,90000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,50221,64314,74986,87678,71991,86739,75805,75805,79518,79518,91200,111359,120641,120713,115852,115852,54706,64314,75000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),30246,43395,69271,89106,73414,79371,30246,43395,57098,57098,67146,111016,92183,118795,99814,99814,47171,47171,75000,JNTUH
